ID,Year_Birth,Education,Income,Kidhome,MntWines,Customer_Age,Customer_Generation,Customer_Age_Group,Customer_Age_Group2,Education2,Kidhome2,Amount_Group
9080,1972,PhD,38578.0,1,38,47,Generation X,Adults,Adults,PhD,1,0-40
6466,1965,PhD,57236.0,1,105,54,Generation X,Adults,Adults,PhD,1,101-300
9964,1979,Undergraduate,61825.0,0,162,40,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,0,101-300
4790,1958,Undergraduate,79803.0,0,574,61,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,301-1000
10245,1986,Undergraduate,80910.0,0,160,33,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,0,101-300
1109,1982,Master,27590.0,1,6,37,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,1,0-40
6001,1979,Undergraduate,56775.0,0,614,40,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,0,301-1000
5538,1975,Undergraduate,83829.0,0,897,44,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
10552,1979,Undergraduate,54210.0,0,70,40,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,0,41-100
1545,1986,Undergraduate,38508.0,1,120,33,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,1,101-300
7409,1970,Undergraduate,53187.0,1,211,49,Generation X,Adults,Adults,Undergraduate & Master,1,101-300
4444,1972,Undergraduate,30023.0,1,11,47,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
146,1960,PhD,76045.0,0,760,59,Baby Boomers & Older,Adults,Adults,PhD,0,301-1000
6271,1952,PhD,50870.0,0,53,67,Baby Boomers & Older,Seniors,Seniors,PhD,0,41-100
10065,1970,Undergraduate,15315.0,0,7,49,Generation X,Adults,Adults,Undergraduate & Master,0,0-40
4741,1974,Undergraduate,65463.0,1,391,45,Generation X,Adults,Adults,Undergraduate & Master,1,301-1000
246,1965,Undergraduate,66480.0,1,199,54,Generation X,Adults,Adults,Undergraduate & Master,1,101-300
375,1954,Undergraduate,76773.0,0,516,65,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,301-1000
1524,1983,Undergraduate,81698.0,0,709,36,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,0,301-1000
10022,1973,PhD,54466.0,1,12,46,Generation X,Adults,Adults,PhD,1,0-40
7451,1960,Master,98777.0,0,1000,59,Baby Boomers & Older,Adults,Adults,Undergraduate & Master,0,301-1000
11010,1984,PhD,16269.0,1,19,35,Millennials & Generation Z,Adults,Adults,PhD,1,0-40
4356,1971,Undergraduate,71819.0,0,1224,48,Generation X,Adults,Adults,Undergraduate & Master,0,
3885,1983,PhD,33569.0,1,16,36,Millennials & Generation Z,Adults,Adults,PhD,1,0-40
1175,1983,Master,36262.0,0,88,36,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,0,41-100
2320,1978,Undergraduate,47025.0,0,508,41,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
850,1968,Undergraduate,70566.0,0,381,51,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
4713,1979,PhD,31605.0,1,74,40,Millennials & Generation Z,Adults,Adults,PhD,1,41-100
675,1973,Master,52034.0,1,146,46,Generation X,Adults,Adults,Undergraduate & Master,1,101-300
5025,1979,Undergraduate,48526.0,1,23,40,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,1,0-40
2308,1954,Undergraduate,46734.0,0,110,65,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,101-300
5995,1962,Undergraduate,39552.0,1,165,57,Generation X,Adults,Adults,Undergraduate & Master,1,101-300
6749,1966,Undergraduate,86358.0,1,957,53,Generation X,Adults,Adults,Undergraduate & Master,1,301-1000
1010,1977,Undergraduate,46931.0,2,41,42,Generation X,Adults,Adults,Undergraduate & Master,1,41-100
4756,1952,Undergraduate,63998.0,0,176,67,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,101-300
3412,1951,Master,67381.0,0,815,68,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,301-1000
606,1967,Undergraduate,25930.0,1,6,52,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
5961,1978,Undergraduate,42693.0,1,8,41,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
2975,1976,Undergraduate,85606.0,0,717,43,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
2894,1985,Undergraduate,72903.0,0,1067,34,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,0,
7613,1974,Undergraduate,49669.0,1,166,45,Generation X,Adults,Adults,Undergraduate & Master,1,101-300
10542,1968,PhD,36778.0,1,29,51,Generation X,Adults,Adults,PhD,1,0-40
8015,1962,PhD,85696.0,0,714,57,Generation X,Adults,Adults,PhD,0,301-1000
10617,1989,Master,10979.0,0,8,30,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,0,0-40
11166,1961,Undergraduate,49678.0,0,229,58,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
849,1953,Master,56129.0,0,320,66,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,301-1000
523,1989,Undergraduate,37155.0,1,23,30,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,1,0-40
4066,1978,Undergraduate,21282.0,1,1,41,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
8414,1962,PhD,33419.0,0,56,57,Generation X,Adults,Adults,PhD,0,41-100
819,1945,Undergraduate,63285.0,0,508,74,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,301-1000
4961,1974,Master,21255.0,1,29,45,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
749,1981,Undergraduate,42162.0,1,46,38,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,1,41-100
5430,1956,Undergraduate,54450.0,1,454,63,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,1,301-1000
7755,1954,PhD,57744.0,0,350,65,Baby Boomers & Older,Seniors,Seniors,PhD,0,301-1000
10525,1986,Undergraduate,26576.0,1,10,33,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,1,0-40
1453,1943,PhD,57513.0,0,735,76,Baby Boomers & Older,Seniors,Seniors,PhD,0,301-1000
8310,1964,Undergraduate,68142.0,0,897,55,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
10710,1979,Undergraduate,7500.0,0,5,40,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,0,0-40
5031,1974,Undergraduate,83145.0,0,777,45,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
2613,1960,Master,54197.0,0,162,59,Baby Boomers & Older,Adults,Adults,Undergraduate & Master,0,101-300
213,1963,PhD,23091.0,1,35,56,Generation X,Adults,Adults,PhD,1,0-40
967,1976,Undergraduate,46049.0,1,342,43,Generation X,Adults,Adults,Undergraduate & Master,1,301-1000
1077,1974,Undergraduate,56715.0,0,258,45,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
7959,1961,Undergraduate,79410.0,0,658,58,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
640,1951,Undergraduate,57304.0,0,356,68,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,301-1000
4252,1965,Undergraduate,44375.0,0,213,54,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
8432,1956,Undergraduate,54450.0,1,454,63,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,1,301-1000
6218,1965,Undergraduate,59594.0,0,457,54,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
6905,1994,Undergraduate,80685.0,0,241,25,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,0,101-300
5922,1974,PhD,40344.0,0,210,45,Generation X,Adults,Adults,PhD,0,101-300
3598,1972,Undergraduate,62710.0,0,441,47,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
6116,1968,Undergraduate,48985.0,0,19,51,Generation X,Adults,Adults,Undergraduate & Master,0,0-40
6263,1968,Undergraduate,35322.0,1,28,51,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
10486,1948,Undergraduate,77142.0,0,476,71,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,301-1000
2410,1969,Undergraduate,81657.0,0,364,50,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
8278,1990,PhD,74214.0,0,863,29,Millennials & Generation Z,Young Adults,Adults,PhD,0,301-1000
10660,1957,Master,66726.0,1,349,62,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,1,301-1000
1604,1960,Master,47353.0,0,184,59,Baby Boomers & Older,Adults,Adults,Undergraduate & Master,0,101-300
5907,1952,Master,33444.0,1,8,67,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,1,0-40
10669,1981,Undergraduate,54386.0,0,277,38,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,0,101-300
2918,1981,Undergraduate,28510.0,1,44,38,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,1,41-100
5735,1991,Master,90638.0,0,1156,28,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,0,
359,1950,Undergraduate,48070.0,0,373,69,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,301-1000
8387,1957,Undergraduate,43140.0,0,134,62,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,101-300
1829,1961,PhD,54959.0,0,1148,58,Generation X,Adults,Adults,PhD,0,
9392,1971,Undergraduate,26954.0,1,4,48,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
2292,1985,Undergraduate,22327.0,1,5,34,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,1,0-40
10466,1965,Undergraduate,44393.0,1,24,54,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
9855,1952,PhD,62000.0,0,899,67,Baby Boomers & Older,Seniors,Seniors,PhD,0,301-1000
4088,1962,PhD,31497.0,0,108,57,Generation X,Adults,Adults,PhD,0,101-300
5231,1974,Undergraduate,45894.0,0,27,45,Generation X,Adults,Adults,Undergraduate & Master,0,0-40
590,1970,Master,78579.0,0,816,49,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
8732,1969,Master,67369.0,0,1298,50,Generation X,Adults,Adults,Undergraduate & Master,0,
2315,1960,Undergraduate,58401.0,0,10,59,Baby Boomers & Older,Adults,Adults,Undergraduate & Master,0,0-40
3515,1952,Undergraduate,62307.0,0,87,67,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,41-100
2245,1969,Master,43641.0,1,57,50,Generation X,Adults,Adults,Undergraduate & Master,1,41-100
6283,1968,Master,63841.0,0,635,51,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
2246,1965,Undergraduate,46891.0,0,43,54,Generation X,Adults,Adults,Undergraduate & Master,0,41-100
6606,1969,Master,70091.0,1,964,50,Generation X,Adults,Adults,Undergraduate & Master,1,301-1000
5545,1972,PhD,78075.0,0,572,47,Generation X,Adults,Adults,PhD,0,301-1000
7342,1961,Undergraduate,59184.0,0,341,58,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
837,1977,Undergraduate,54809.0,1,63,42,Generation X,Adults,Adults,Undergraduate & Master,1,41-100
9500,1959,Undergraduate,58113.0,0,221,60,Baby Boomers & Older,Adults,Adults,Undergraduate & Master,0,101-300
3602,1958,Master,51412.0,0,140,61,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,101-300
234,1979,Undergraduate,15287.0,1,1,40,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,1,0-40
2995,1957,Master,66636.0,0,291,62,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,101-300
1118,1956,Master,50965.0,0,544,63,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,301-1000
7789,1965,PhD,84618.0,0,684,54,Generation X,Adults,Adults,PhD,0,301-1000
3068,1990,Undergraduate,18351.0,0,1,29,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,0,0-40
8955,1957,PhD,40451.0,0,35,62,Baby Boomers & Older,Adults,Seniors,PhD,0,0-40
945,1965,Undergraduate,36317.0,0,87,54,Generation X,Adults,Adults,Undergraduate & Master,0,41-100
5644,1957,Undergraduate,42213.0,0,309,62,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,301-1000
7192,1955,Undergraduate,65748.0,0,172,64,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,101-300
2324,1972,Undergraduate,77044.0,0,625,47,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
697,1969,Undergraduate,74918.0,0,972,50,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
3439,1972,Undergraduate,56721.0,1,157,47,Generation X,Adults,Adults,Undergraduate & Master,1,101-300
1506,1975,Undergraduate,42160.0,1,48,44,Generation X,Adults,Adults,Undergraduate & Master,1,41-100
232,1965,Undergraduate,61559.0,0,279,54,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
8876,1963,PhD,33629.0,1,132,56,Generation X,Adults,Adults,PhD,1,101-300
4500,1991,PhD,68682.0,0,919,28,Millennials & Generation Z,Young Adults,Adults,PhD,0,301-1000
9739,1963,Undergraduate,34377.0,0,62,56,Generation X,Adults,Adults,Undergraduate & Master,0,41-100
1176,1973,Undergraduate,26228.0,1,2,46,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
1627,1957,Undergraduate,77297.0,0,408,62,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,301-1000
938,1981,Undergraduate,40211.0,1,51,38,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,1,41-100
2740,1958,PhD,33438.0,1,62,61,Baby Boomers & Older,Adults,Seniors,PhD,1,41-100
257,1959,PhD,75032.0,0,952,60,Baby Boomers & Older,Adults,Adults,PhD,0,301-1000
4058,1955,PhD,61284.0,0,618,64,Baby Boomers & Older,Adults,Seniors,PhD,0,301-1000
7736,1986,Undergraduate,22518.0,1,11,33,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,1,0-40
8210,1975,Master,54730.0,0,318,44,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
833,1955,Master,38452.0,1,56,64,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,1,41-100
6230,1971,Undergraduate,44421.0,1,110,48,Generation X,Adults,Adults,Undergraduate & Master,1,101-300
7325,1986,PhD,38197.0,1,23,33,Millennials & Generation Z,Young Adults,Adults,PhD,1,0-40
1307,1978,Undergraduate,41986.0,0,27,41,Generation X,Adults,Adults,Undergraduate & Master,0,0-40
1502,1983,Undergraduate,28427.0,1,18,36,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,1,0-40
6211,1976,PhD,37395.0,1,18,43,Generation X,Adults,Adults,PhD,1,0-40
843,1971,Undergraduate,64722.0,1,303,48,Generation X,Adults,Adults,Undergraduate & Master,1,301-1000
4174,1956,Master,55249.0,0,97,63,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,41-100
9757,1972,Undergraduate,84906.0,0,997,47,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
6918,1989,Undergraduate,28691.0,1,5,30,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,1,0-40
286,1952,Undergraduate,44213.0,1,95,67,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,1,41-100
1921,1967,PhD,59062.0,2,46,52,Generation X,Adults,Adults,PhD,1,41-100
4138,1962,Undergraduate,76624.0,0,411,57,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
7718,1947,Master,66000.0,0,244,72,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,101-300
1291,1978,PhD,27683.0,1,152,41,Generation X,Adults,Adults,PhD,1,101-300
6862,1971,Undergraduate,1730.0,0,1,48,Generation X,Adults,Adults,Undergraduate & Master,0,0-40
803,1968,Undergraduate,40521.0,1,12,51,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
4298,1973,PhD,20427.0,1,5,46,Generation X,Adults,Adults,PhD,1,0-40
10833,1975,Undergraduate,65106.0,0,790,44,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
9606,1965,PhD,69969.0,0,882,54,Generation X,Adults,Adults,PhD,0,301-1000
8534,1952,Undergraduate,67433.0,0,615,67,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,301-1000
5153,1967,PhD,77766.0,0,1004,52,Generation X,Adults,Adults,PhD,0,
961,1972,Undergraduate,74716.0,0,133,47,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
5011,1963,Undergraduate,68118.0,0,595,56,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
6653,1970,PhD,55158.0,1,293,49,Generation X,Adults,Adults,PhD,1,101-300
9094,1955,Undergraduate,62972.0,0,313,64,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,301-1000
810,1975,Undergraduate,74190.0,0,151,44,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
5493,1976,Undergraduate,39356.0,1,15,43,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
2147,1969,Undergraduate,76653.0,0,736,50,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
5107,1973,PhD,35860.0,1,15,46,Generation X,Adults,Adults,PhD,1,0-40
3979,1983,PhD,90687.0,0,982,36,Millennials & Generation Z,Adults,Adults,PhD,0,301-1000
6049,1982,Master,73450.0,0,1142,37,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,0,
8147,1960,Undergraduate,31454.0,1,28,59,Baby Boomers & Older,Adults,Adults,Undergraduate & Master,1,0-40
1857,1952,Undergraduate,47139.0,1,46,67,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,1,41-100
3910,1975,Undergraduate,83829.0,0,897,44,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
5207,1963,PhD,53378.0,1,489,56,Generation X,Adults,Adults,PhD,1,301-1000
11114,1970,Undergraduate,19656.0,1,25,49,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
5429,1948,PhD,45579.0,0,145,71,Baby Boomers & Older,Seniors,Seniors,PhD,0,101-300
9400,1958,Undergraduate,85485.0,0,630,61,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,301-1000
1740,1944,Undergraduate,55956.0,0,760,75,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,301-1000
7488,1963,Master,64191.0,0,420,56,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
195,1972,Undergraduate,38808.0,1,125,47,Generation X,Adults,Adults,Undergraduate & Master,1,101-300
635,1966,Master,57183.0,1,464,53,Generation X,Adults,Adults,Undergraduate & Master,1,301-1000
7527,1968,Master,23748.0,1,6,51,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
10319,1971,Undergraduate,66303.0,0,1090,48,Generation X,Adults,Adults,Undergraduate & Master,0,
2296,1975,Master,37368.0,1,3,44,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
10637,1964,Undergraduate,40800.0,1,24,55,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
2931,1978,Undergraduate,71847.0,0,737,41,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
907,1975,Undergraduate,46149.0,0,254,44,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
3698,1983,Undergraduate,78687.0,0,817,36,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,0,301-1000
9516,1971,Undergraduate,49118.0,0,620,48,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
679,1957,PhD,37633.0,1,13,62,Baby Boomers & Older,Adults,Seniors,PhD,1,0-40
7384,1951,Master,39767.0,0,113,68,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,101-300
5267,1970,Undergraduate,33986.0,1,16,49,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
339,1972,PhD,57091.0,0,462,47,Generation X,Adults,Adults,PhD,0,301-1000
2516,1969,Undergraduate,46831.0,1,22,50,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
9010,1972,Master,83151.0,0,968,47,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
378,1971,Undergraduate,52531.0,0,283,48,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
4808,1956,Undergraduate,15759.0,0,1,63,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,0-40
5068,1971,Undergraduate,22804.0,1,14,48,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
7628,1973,Undergraduate,43050.0,1,30,46,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
7128,1977,PhD,42997.0,1,4,42,Generation X,Adults,Adults,PhD,1,0-40
2811,1963,PhD,48918.0,1,52,56,Generation X,Adults,Adults,PhD,1,41-100
3551,1954,Master,60033.0,0,62,65,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,41-100
1663,1978,PhD,34043.0,1,20,41,Generation X,Adults,Adults,PhD,1,0-40
5543,1966,Undergraduate,57811.0,0,545,53,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
1577,1946,Undergraduate,78569.0,0,558,73,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,301-1000
10641,1978,Undergraduate,7500.0,1,6,41,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
6024,1953,Undergraduate,94384.0,0,1111,66,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,
1878,1985,Undergraduate,23148.0,0,4,34,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,0,0-40
3099,1970,Undergraduate,44267.0,1,183,49,Generation X,Adults,Adults,Undergraduate & Master,1,101-300
6055,1979,Undergraduate,71626.0,0,546,40,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,0,301-1000
5841,1966,Undergraduate,60894.0,0,606,53,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
3972,1976,Undergraduate,50200.0,1,266,43,Generation X,Adults,Adults,Undergraduate & Master,1,101-300
4394,1965,PhD,81051.0,0,1142,54,Generation X,Adults,Adults,PhD,0,
5758,1982,Undergraduate,65169.0,0,1074,37,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,0,
6658,1972,Undergraduate,59868.0,0,771,47,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
4603,1960,PhD,65695.0,0,371,59,Baby Boomers & Older,Adults,Adults,PhD,0,301-1000
8427,1956,Master,64857.0,0,556,63,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,301-1000
10260,1965,Master,45143.0,0,202,54,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
7143,1955,Undergraduate,74805.0,0,209,64,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,101-300
8789,1989,Undergraduate,59060.0,1,35,30,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,1,0-40
6197,1962,PhD,27238.0,1,37,57,Generation X,Adults,Adults,PhD,1,0-40
4554,1965,Undergraduate,47009.0,0,171,54,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
4937,1973,Undergraduate,46094.0,1,12,46,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
1920,1972,Undergraduate,40321.0,1,44,47,Generation X,Adults,Adults,Undergraduate & Master,1,41-100
8749,1984,Undergraduate,37235.0,1,20,35,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,1,0-40
1650,1960,Master,81843.0,0,779,59,Baby Boomers & Older,Adults,Adults,Undergraduate & Master,0,301-1000
10377,1958,Master,46692.0,0,170,61,Baby Boomers & Older,Adults,Seniors,Undergraduate & Master,0,101-300
9206,1968,Undergraduate,77382.0,0,491,51,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
10971,1977,Undergraduate,37774.0,2,173,42,Generation X,Adults,Adults,Undergraduate & Master,1,101-300
9212,1962,Master,72828.0,0,1205,57,Generation X,Adults,Adults,Undergraduate & Master,0,
7937,1982,Undergraduate,24711.0,0,10,37,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,0,0-40
839,1975,PhD,45503.0,1,97,44,Generation X,Adults,Adults,PhD,1,41-100
4246,1982,Master,6560.0,0,67,37,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,0,41-100
158,1945,PhD,71604.0,0,345,74,Baby Boomers & Older,Seniors,Seniors,PhD,0,301-1000
4832,1979,Undergraduate,27244.0,1,6,40,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,1,0-40
5621,1969,Undergraduate,48752.0,1,73,50,Generation X,Adults,Adults,Undergraduate & Master,1,41-100
1945,1962,Undergraduate,71434.0,0,711,57,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
5147,1948,Undergraduate,90842.0,0,774,71,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,301-1000
2535,1978,Master,88097.0,1,163,41,Generation X,Adults,Adults,Undergraduate & Master,1,101-300
11039,1975,Undergraduate,51948.0,0,82,44,Generation X,Adults,Adults,Undergraduate & Master,0,41-100
9495,1982,Undergraduate,71853.0,0,358,37,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,0,301-1000
9635,1983,Master,35876.0,0,66,36,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,0,41-100
2173,1952,Undergraduate,40049.0,0,13,67,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,0-40
942,1982,Undergraduate,39660.0,1,139,37,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,1,101-300
9386,1962,Undergraduate,50127.0,0,274,57,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
5510,1977,Master,43263.0,0,262,42,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
873,1949,Master,62845.0,1,1099,70,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,1,
2253,1990,Undergraduate,18929.0,0,32,29,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,0,0-40
979,1975,Undergraduate,33249.0,1,6,44,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
10390,1959,Undergraduate,26887.0,0,6,60,Baby Boomers & Older,Adults,Adults,Undergraduate & Master,0,0-40
4698,1983,PhD,50150.0,0,135,36,Millennials & Generation Z,Adults,Adults,PhD,0,101-300
7793,1976,Undergraduate,62061.0,0,641,43,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
1745,1962,PhD,85696.0,0,714,57,Generation X,Adults,Adults,PhD,0,301-1000
10590,1956,PhD,76542.0,0,794,63,Baby Boomers & Older,Adults,Seniors,PhD,0,301-1000
5080,1993,Undergraduate,70515.0,0,420,26,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,0,301-1000
8369,1987,Undergraduate,18227.0,1,1,32,Millennials & Generation Z,Young Adults,Adults,Undergraduate & Master,1,0-40
5232,1965,Undergraduate,69139.0,0,86,54,Generation X,Adults,Adults,Undergraduate & Master,0,41-100
2407,1982,Undergraduate,69109.0,0,823,37,Millennials & Generation Z,Adults,Adults,Undergraduate & Master,0,301-1000
3834,1962,Undergraduate,69627.0,0,231,57,Generation X,Adults,Adults,Undergraduate & Master,0,101-300
7912,1978,Undergraduate,38136.0,1,8,41,Generation X,Adults,Adults,Undergraduate & Master,1,0-40
7712,1946,PhD,62159.0,0,182,73,Baby Boomers & Older,Seniors,Seniors,PhD,0,101-300
1065,1963,Undergraduate,80695.0,0,557,56,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
7275,1971,Master,33316.0,1,79,48,Generation X,Adults,Adults,Undergraduate & Master,1,41-100
1343,1968,Undergraduate,58554.0,1,368,51,Generation X,Adults,Adults,Undergraduate & Master,1,301-1000
9967,1974,Undergraduate,53034.0,1,160,45,Generation X,Adults,Adults,Undergraduate & Master,1,101-300
6181,1950,Undergraduate,52203.0,0,488,69,Baby Boomers & Older,Seniors,Seniors,Undergraduate & Master,0,301-1000
10507,1977,Undergraduate,59601.0,0,691,42,Generation X,Adults,Adults,Undergraduate & Master,0,301-1000
